seasonType,eventId,playOrder,playId,typeId,text,shortText,period,clockValue,clockDisplayValue,teamId,scoringPlay,shootout,wallclock,goalPositionX,goalPositionY,fieldpositionX,fieldPositionY,fieldPosition2X,fieldPosition2Y,athleteId,participant,updateDateTime
13182,729691,1,44816140,94,Valentin Depietri (Talleres (Córdoba)) Yellow Card at 16',Valentin Depietri Yellow Card,1,960,16',19,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,292245,Valentin Depietri,2025-03-06 12:57:43
13182,729691,2,44816241,94,Gastón Benavídez (Talleres (Córdoba)) Yellow Card at 20',Gastón Benavídez Yellow Card,1,1200,20',19,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,287688,Gastón Benavídez,2025-03-06 12:57:43
13182,729691,3,44816250,94,Enzo Pérez (River Plate) Yellow Card at 22',Enzo Pérez Yellow Card,1,1320,22',16,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,127319,Enzo Pérez,2025-03-06 12:57:43
13182,729691,4,44816290,94,Germán Pezzella (River Plate) Yellow Card at 25',Germán Pezzella Yellow Card,1,1500,25',16,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,138341,Germán Pezzella,2025-03-06 12:57:43
13182,729691,5,44816464,76,Facundo Colidio (River Plate) Substitution at 37',Facundo Colidio Substitution,1,2220,37',16,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,275941,Facundo Colidio,2025-03-06 12:57:43
13182,729691,5,44816464,76,Facundo Colidio (River Plate) Substitution at 37',Facundo Colidio Substitution,1,2220,37',16,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,195334,Sebastián Driussi,2025-03-06 12:57:43
13182,729691,6,44816854,94,Santiago Simón (River Plate) Yellow Card at 59',Santiago Simón Yellow Card,2,3540,59',16,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,297057,Santiago Simón,2025-03-06 12:57:43
13182,729691,7,44816856,76,Rick  (Talleres (Córdoba)) Substitution at 63',Rick  Substitution,2,3780,63',19,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,288678,Rick ,2025-03-06 12:57:43
13182,729691,7,44816856,76,Rick  (Talleres (Córdoba)) Substitution at 63',Rick  Substitution,2,3780,63',19,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,292245,Valentin Depietri,2025-03-06 12:57:43
13182,729691,8,44816857,76,Gonzalo Martínez (River Plate) Substitution at 66',Gonzalo Martínez Substitution,2,3960,66',16,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,146941,Gonzalo Martínez,2025-03-06 12:57:43
13182,729691,8,44816857,76,Gonzalo Martínez (River Plate) Substitution at 66',Gonzalo Martínez Substitution,2,3960,66',16,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,376473,Franco Mastantuono,2025-03-06 12:57:43
13182,729691,9,44816886,76,Manuel Lanzini (River Plate) Substitution at 70',Manuel Lanzini Substitution,2,4200,70',16,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,149381,Manuel Lanzini,2025-03-06 12:57:43
13182,729691,10,44816887,76,Paulo Díaz (River Plate) Substitution at 70',Paulo Díaz Substitution,2,4200,70',16,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,184465,Paulo Díaz,2025-03-06 12:57:43
13182,729691,9,44816886,76,Manuel Lanzini (River Plate) Substitution at 70',Manuel Lanzini Substitution,2,4200,70',16,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,297057,Santiago Simón,2025-03-06 12:57:43
13182,729691,10,44816887,76,Paulo Díaz (River Plate) Substitution at 70',Paulo Díaz Substitution,2,4200,70',16,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,219086,Lucas Martínez Quarta,2025-03-06 12:57:43
13182,729691,11,44816924,76,Nahuel Bustos (Talleres (Córdoba)) Substitution at 74',Nahuel Bustos Substitution,2,4440,74',19,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,233845,Nahuel Bustos,2025-03-06 12:57:43
13182,729691,11,44816924,76,Nahuel Bustos (Talleres (Córdoba)) Substitution at 74',Nahuel Bustos Substitution,2,4440,74',19,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,283772,Federico Girotti,2025-03-06 12:57:43
13182,729691,12,44816925,76,Emanuel Reynoso (Talleres (Córdoba)) Substitution at 75',Emanuel Reynoso Substitution,2,4500,75',19,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,233326,Emanuel Reynoso,2025-03-06 12:57:43
13182,729691,12,44816925,76,Emanuel Reynoso (Talleres (Córdoba)) Substitution at 75',Emanuel Reynoso Substitution,2,4500,75',19,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,123409,Rubén Botta,2025-03-06 12:57:43
13182,729691,13,44816943,94,Matías Galarza (Talleres (Córdoba)) Yellow Card at 78',Matías Galarza Yellow Card,2,4680,78',19,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,297328,Matías Galarza,2025-03-06 12:57:43
13182,729691,14,44816959,94,Juan Portilla (Talleres (Córdoba)) Yellow Card at 82',Juan Portilla Yellow Card,2,4920,82',19,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,94976,Juan Portilla,2025-03-06 12:57:43
13182,729691,15,44816973,94,Diego Ortegoza (Talleres (Córdoba)) Yellow Card at 84',Diego Ortegoza Yellow Card,2,5040,84',19,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,285696,Diego Ortegoza,2025-03-06 12:57:43
13182,729691,16,44817039,76,Matías Kranevitter (River Plate) Substitution at 90',Matías Kranevitter Substitution,3,5400,90',16,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,195645,Matías Kranevitter,2025-03-06 12:57:43
13182,729691,17,44817040,76,Matías Rojas (River Plate) Substitution at 90',Matías Rojas Substitution,3,5400,90',16,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,121767,Matías Rojas,2025-03-06 12:57:43
13182,729691,16,44817039,76,Matías Kranevitter (River Plate) Substitution at 90',Matías Kranevitter Substitution,3,5400,90',16,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,127319,Enzo Pérez,2025-03-06 12:57:43
13182,729691,17,44817040,76,Matías Rojas (River Plate) Substitution at 90',Matías Rojas Substitution,3,5400,90',16,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,172539,Maximiliano Meza,2025-03-06 12:57:43
13182,729691,18,44817081,94,Miguel Borja (River Plate) Yellow Card at 100',Miguel Borja Yellow Card,3,6000,100',16,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,167195,Miguel Borja,2025-03-06 12:57:43
13182,729691,19,44817118,76,Joaquín Mosqueira (Talleres (Córdoba)) Substitution at 105',Joaquín Mosqueira Substitution,3,6300,105',19,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,358259,Joaquín Mosqueira,2025-03-06 12:57:43
13182,729691,20,44817119,76,Blas Riveros (Talleres (Córdoba)) Substitution at 105',Blas Riveros Substitution,3,6300,105',19,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,228577,Blas Riveros,2025-03-06 12:57:43
13182,729691,19,44817118,76,Joaquín Mosqueira (Talleres (Córdoba)) Substitution at 105',Joaquín Mosqueira Substitution,3,6300,105',19,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,94976,Juan Portilla,2025-03-06 12:57:43
13182,729691,20,44817119,76,Blas Riveros (Talleres (Córdoba)) Substitution at 105',Blas Riveros Substitution,3,6300,105',19,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,297328,Matías Galarza,2025-03-06 12:57:43
13182,729691,21,44817145,76,Cristian Tarragona (Talleres (Córdoba)) Substitution at 119',Cristian Tarragona Substitution,4,7140,119',19,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,212444,Cristian Tarragona,2025-03-06 12:57:43
13182,729691,21,44817145,76,Cristian Tarragona (Talleres (Córdoba)) Substitution at 119',Cristian Tarragona Substitution,4,7140,119',19,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,285613,Miguel Navarro,2025-03-06 12:57:43
